e2e_latency,jitter,bit_rate,packet_loss_rate,peak_data_rate_dl,peak_data_rate_ul,mobility,service_reliability,availability,survival_time,experience_data_rate_dl,experience_data_rate_ul,interruption_time,class,cpu_usage,bandwidth,cpu_category,bandwidth_category
15.0,2.0,80.0,0.2,3.5,2.0,100.0,99.8,99.8,1250.0,90.0,30.0,5.0,Immersive Experience,65.0,900.0,medium_cpu,high_bandwidth
7.0,2.5,100.0,0.2,0.5,0.0,80.0,99.8,99.5,90.0,90.0,10.0,5.0,Vo5G (Voice over 5G),70.0,300.0,high_cpu,medium_bandwidth
50.0,4.0,200.0,0.1,5.0,0.4,80.0,99.9,99.8,400.0,200.0,65.0,15.0,e-Health,70.0,500.0,high_cpu,high_bandwidth
12.0,2.0,250.0,0.1,3.0,0.5,100.0,99.0,99.5,450.0,120.0,20.0,20.0,Smart Grid,30.0,180.0,medium_cpu,medium_bandwidth
12.0,1.5,50.0,0.4,7.0,3.0,100.0,98.0,98.0,8000.0,100.0,15.0,8.0,ITS (Intelligent Transportation Systems),60.0,350.0,medium_cpu,high_bandwidth
18.0,3.0,130.0,0.1,4.5,1.8,55.0,98.2,96.5,750.0,130.0,55.0,9.0,Vo5G (Voice over 5G),60.0,130.0,medium_cpu,low_bandwidth
15.0,3.0,5500.0,0.4,4.0,1.5,20.0,99.0,99.0,250.0,10.0,20.0,11.0,e-Health,30.0,5.0,medium_cpu,low_bandwidth
12.0,1.2,400.0,0.2,6.0,2.5,120.0,98.0,99.7,400.0,500.0,25.0,100.0,Video Surveillance,35.0,250.0,medium_cpu,medium_bandwidth
14.0,1.0,250.0,0.2,6.0,2.5,130.0,99.5,99.9,1000.0,140.0,45.0,35.0,Vo5G (Voice over 5G),25.0,1200.0,low_cpu,ultra_high_bandwidth
20.0,1.3,50.0,0.2,1.0,0.2,15.0,100.0,100.0,1000.0,50.0,30.0,5.0,Smart Grid,70.0,3.0,high_cpu,low_bandwidth
25.0,2.2,50.0,0.1,1.5,1.7,40.0,99.0,99.7,7500.0,40.0,30.0,11.0,e-Health,25.0,75.0,low_cpu,low_bandwidth
9.0,1.5,120.0,0.5,6.0,0.2,60.0,99.9,100.0,1100.0,160.0,30.0,48.0,Immersive Experience,70.0,3.0,high_cpu,low_bandwidth
5.0,3.0,2500.0,0.2,6.0,2.5,70.0,99.2,99.9,3000.0,500.0,70.0,30.0,e-Health,70.0,2500.0,high_cpu,ultra_high_bandwidth
20.0,1.0,100.0,0.0,1.0,1.0,100.0,100.0,100.0,1000.0,100.0,100.0,10.0,Vo5G (Voice over 5G),35.0,1000.0,medium_cpu,high_bandwidth
15.0,2.0,100.0,0.2,3.0,0.2,200.0,99.5,99.6,1000.0,100.0,12.0,20.0,Video Surveillance,35.0,80.0,medium_cpu,low_bandwidth
15.0,1.5,60.0,0.0,1.2,1.2,30.0,99.5,99.1,1000.0,120.0,8.5,10.0,Vo5G (Voice over 5G),35.0,100.0,medium_cpu,low_bandwidth
15.0,3.5,400.0,0.2,2.0,0.9,70.0,99.0,99.5,1200.0,200.0,100.0,100.0,Vo5G (Voice over 5G),60.0,100.0,medium_cpu,low_bandwidth
10.0,5.0,130.0,0.1,2.8,0.5,10.0,100.0,100.0,1400.0,130.0,48.0,6.0,Immersive Experience,80.0,900.0,high_cpu,high_bandwidth
25.0,3.0,50.0,0.2,0.5,0.5,50.0,99.1,99.8,1100.0,30.0,5.0,9.0,ITS (Intelligent Transportation Systems),35.0,120.0,medium_cpu,low_bandwidth
9.0,1.5,200.0,0.3,2.0,1.0,85.0,99.7,99.6,1300.0,100.0,20.0,10.0,Industry Automation,30.0,900.0,medium_cpu,high_bandwidth
30.0,2.0,150.0,0.0,2.0,1.0,50.0,99.5,99.6,300.0,70.0,150.0,5.0,Smart Grid,70.0,150.0,high_cpu,medium_bandwidth
10.0,1.8,40.0,0.0,0.2,0.3,50.0,100.0,99.9,320.0,100.0,20.0,25.0,Industry Automation,70.0,100.0,high_cpu,low_bandwidth
12.0,2.0,80.0,0.1,1.0,0.8,120.0,99.6,100.0,800.0,60.0,1.0,5.0,Industry Automation,50.0,700.0,medium_cpu,high_bandwidth
3.0,1.0,500.0,0.1,5.0,1.0,100.0,99.9,99.0,4000.0,380.0,40.0,120.0,e-Health,60.0,220.0,medium_cpu,medium_bandwidth
10.0,1.5,60.0,0.1,3.0,2.0,20.0,99.5,99.5,950.0,70.0,40.0,7.0,Video Surveillance,45.0,55.0,medium_cpu,low_bandwidth
10.0,4.5,100.0,0.3,0.6,0.9,80.0,99.5,99.9,500.0,100.0,40.0,30.0,ITS (Intelligent Transportation Systems),70.0,500.0,high_cpu,high_bandwidth
15.0,1.0,80.0,0.1,1.0,1.0,80.0,99.0,99.0,800.0,80.0,30.0,7.0,Immersive Experience,30.0,300.0,medium_cpu,medium_bandwidth
15.0,1.5,100.0,0.8,2.5,1.5,40.0,99.8,99.5,300.0,60.0,13.0,20.0,Smart Grid,12.0,120.0,low_cpu,low_bandwidth
10.0,2.0,300.0,0.1,5.0,3.0,100.0,99.7,99.0,500.0,140.0,180.0,20.0,Smart Grid,60.0,500.0,medium_cpu,high_bandwidth
12.0,3.5,120.0,0.2,0.6,0.3,30.0,98.5,99.8,600.0,110.0,18.5,14.0,Immersive Experience,35.0,5.0,medium_cpu,low_bandwidth
15.0,3.0,400.0,0.7,0.1,0.8,120.0,98.0,97.0,400.0,350.0,30.0,45.0,Industry Automation,55.0,200.0,medium_cpu,medium_bandwidth
10.0,1.5,80.0,0.3,5.0,0.8,50.0,99.6,99.7,750.0,70.0,40.0,40.0,UHD Video Streaming,30.0,300.0,medium_cpu,medium_bandwidth
22.0,1.5,350.0,0.3,7.0,0.5,65.0,99.8,99.7,600.0,180.0,8.0,14.0,Video Surveillance,30.0,700.0,medium_cpu,high_bandwidth
25.0,2.0,75.0,0.6,2.0,1.5,90.0,98.5,99.9,500.0,90.0,20.0,6.0,UHD Video Streaming,45.0,50.0,medium_cpu,low_bandwidth
12.0,1.0,150.0,0.2,6.0,1.0,50.0,99.5,99.8,1000.0,150.0,60.0,10.0,Smart Grid,60.0,1200.0,medium_cpu,ultra_high_bandwidth
30.0,3.5,70.0,0.2,2.2,0.4,50.0,99.5,99.9,200.0,40.0,30.0,20.0,Immersive Experience,35.0,2000.0,medium_cpu,ultra_high_bandwidth
11.0,4.0,100.0,0.1,2.5,0.4,100.0,99.5,99.0,500.0,100.0,15.0,15.0,Industry Automation,50.0,200.0,medium_cpu,medium_bandwidth
25.0,0.8,150.0,0.4,2.5,1.0,60.0,99.9,99.5,700.0,120.0,25.0,40.0,UHD Video Streaming,30.0,120.0,medium_cpu,low_bandwidth
12.0,1.0,300.0,0.1,1.0,0.5,50.0,99.6,99.6,300.0,25.0,40.0,50.0,Connected Vehicles,70.0,100.0,high_cpu,low_bandwidth
30.0,2.0,100.0,0.5,1.0,0.5,100.0,99.5,100.0,800.0,100.0,20.0,20.0,e-Health,80.0,100.0,high_cpu,low_bandwidth
12.0,1.0,200.0,0.2,2.0,1.5,60.0,98.1,99.5,600.0,70.0,20.0,60.0,e-Health,60.0,200.0,medium_cpu,medium_bandwidth
8.0,1.3,150.0,0.1,8.0,2.0,50.0,99.5,96.0,800.0,100.0,30.0,9.0,Vo5G (Voice over 5G),30.0,950.0,medium_cpu,high_bandwidth
8.0,1.0,100.0,0.1,3.0,0.5,60.0,95.0,96.5,5000.0,100.0,10.0,25.0,Industry Automation,70.0,70.0,high_cpu,low_bandwidth
4.0,1.5,5.0,0.2,2.2,5.0,30.0,97.0,99.0,500.0,5.0,5.0,20.0,ITS (Intelligent Transportation Systems),30.0,250.0,medium_cpu,medium_bandwidth
20.0,3.0,250.0,0.1,2.0,0.3,150.0,99.8,99.6,1000.0,50.0,40.0,70.0,ITS (Intelligent Transportation Systems),60.0,130.0,medium_cpu,low_bandwidth
30.0,1.0,300.0,0.2,5.0,3.0,80.0,98.0,99.1,500.0,150.0,90.0,8.0,Immersive Experience,40.0,140.0,medium_cpu,low_bandwidth
9.0,3.5,90.0,0.0,0.8,0.7,70.0,98.5,99.0,1100.0,90.0,25.0,8.0,Connected Vehicles,60.0,60.0,medium_cpu,low_bandwidth
16.0,5.0,120.0,0.7,2.0,0.3,50.0,99.0,99.5,120.0,120.0,20.0,10.0,ITS (Intelligent Transportation Systems),30.0,140.0,medium_cpu,low_bandwidth
20.0,0.5,80.0,0.1,1.0,0.7,50.0,99.8,100.0,1500.0,70.0,40.0,5.0,e-Health,40.0,70.0,medium_cpu,low_bandwidth
25.0,0.5,100.0,0.1,1.8,0.3,80.0,98.0,99.8,20.0,100.0,70.0,10.0,Connected Vehicles,50.0,100.0,medium_cpu,low_bandwidth
9.0,0.4,140.0,0.3,1.6,1.3,120.0,99.0,98.0,140.0,140.0,12.5,10.0,UHD Video Streaming,50.0,140.0,medium_cpu,low_bandwidth
50.0,2.5,20.0,0.1,2.0,0.9,80.0,99.6,99.5,1000.0,15.0,22.0,12.0,Smart Grid,30.0,200.0,medium_cpu,medium_bandwidth
10.0,1.0,70.0,0.3,2.2,1.5,60.0,99.8,99.8,8000.0,60.0,100.0,5.0,e-Health,35.0,50.0,medium_cpu,low_bandwidth
14.0,6.0,45.0,0.5,1.8,0.4,30.0,99.7,100.0,1000.0,42.0,25.0,20.0,e-Health,45.0,55.0,medium_cpu,low_bandwidth
16.0,2.5,50.0,0.2,1.2,2.9,80.0,99.2,100.0,120.0,30.0,17.0,10.0,UHD Video Streaming,35.0,350.0,medium_cpu,high_bandwidth
30.0,3.5,200.0,0.2,2.5,1.5,150.0,99.5,99.6,1000.0,40.0,15.0,5.0,Immersive Experience,70.0,140.0,high_cpu,low_bandwidth
14.0,2.8,200.0,0.8,4.2,0.6,100.0,99.6,99.8,200.0,400.0,25.0,5.0,Industry Automation,75.0,130.0,high_cpu,low_bandwidth
10.0,2.5,50.0,0.2,1.8,0.7,60.0,99.0,99.5,650.0,45.0,0.8,10.0,UHD Video Streaming,60.0,400.0,medium_cpu,high_bandwidth
45.0,1.2,50.0,0.5,4.0,1.2,70.0,99.7,99.9,5000.0,100.0,40.0,450.0,UHD Video Streaming,40.0,180.0,medium_cpu,medium_bandwidth
10.0,1.8,100.0,0.2,1.2,0.5,20.0,99.6,99.8,100.0,40.0,1.6,100.0,ITS (Intelligent Transportation Systems),50.0,300.0,medium_cpu,medium_bandwidth
15.0,4.0,200.0,0.9,0.3,0.4,30.0,99.9,99.9,700.0,80.0,20.0,10.0,Industry Automation,55.0,160.0,medium_cpu,medium_bandwidth
10.0,2.0,100.0,0.6,2.0,1.0,25.0,99.5,99.6,600.0,100.0,30.0,22.0,Immersive Experience,50.0,50.0,medium_cpu,low_bandwidth
7.0,2.5,55.0,0.0,0.3,0.5,80.0,99.9,99.9,750.0,55.0,25.0,3.0,ITS (Intelligent Transportation Systems),75.0,350.0,high_cpu,high_bandwidth
10.0,3.5,100.0,0.2,1.0,2.0,50.0,99.5,99.2,150.0,100.0,20.0,7.0,e-Health,50.0,85.0,medium_cpu,low_bandwidth
22.0,1.0,40.0,0.1,0.9,0.3,40.0,99.8,99.5,6000.0,70.0,90.0,10.0,Connected Vehicles,50.0,20.0,medium_cpu,low_bandwidth
19.0,1.0,200.0,0.1,5.0,1.0,100.0,99.8,99.7,550.0,100.0,20.0,45.0,UHD Video Streaming,30.0,200.0,medium_cpu,medium_bandwidth
20.0,3.5,200.0,0.1,2.0,0.5,120.0,99.6,99.1,180.0,80.0,90.0,10.0,Smart Grid,45.0,250.0,medium_cpu,medium_bandwidth
20.0,1.8,200.0,0.4,2.2,2.4,180.0,99.9,99.6,500.0,200.0,55.0,16.0,Immersive Experience,40.0,4500.0,medium_cpu,ultra_high_bandwidth
15.0,2.0,100.0,0.1,2.0,0.5,90.0,99.9,100.0,500.0,60.0,20.0,30.0,Video Surveillance,30.0,400.0,medium_cpu,high_bandwidth
9.0,1.0,180.0,0.3,1.2,0.8,120.0,99.5,99.8,1000.0,120.0,30.0,75.0,Industry Automation,25.0,250.0,low_cpu,medium_bandwidth
15.0,2.5,80.0,0.1,1.2,0.5,60.0,99.0,99.0,100.0,50.0,6.0,7.0,Video Surveillance,40.0,150.0,medium_cpu,medium_bandwidth
10.0,5.0,100.0,0.2,0.6,0.4,100.0,99.2,100.0,1000.0,90.0,20.0,200.0,ITS (Intelligent Transportation Systems),60.0,200.0,medium_cpu,medium_bandwidth
22.0,3.0,300.0,0.1,1.8,0.6,120.0,98.0,99.0,1100.0,100.0,20.0,25.0,Connected Vehicles,30.0,100.0,medium_cpu,low_bandwidth
10.0,0.5,150.0,0.2,8.0,1.0,80.0,99.0,99.9,800.0,150.0,10.0,5.0,UHD Video Streaming,25.0,350.0,low_cpu,high_bandwidth
25.0,4.0,200.0,0.2,6.0,1.0,100.0,99.8,100.0,750.0,180.0,80.0,600.0,Vo5G (Voice over 5G),75.0,600.0,high_cpu,high_bandwidth
10.0,2.0,70.0,0.1,1.5,1.5,150.0,99.4,99.8,800.0,60.0,60.0,30.0,Connected Vehicles,45.0,210.0,medium_cpu,medium_bandwidth
15.0,1.0,200.0,0.5,2.0,1.0,30.0,99.0,99.0,700.0,100.0,20.0,20.0,Smart Grid,90.0,200.0,high_cpu,medium_bandwidth
10.0,1.8,300.0,0.2,1.2,0.4,120.0,97.0,99.0,800.0,180.0,180.0,15.0,Connected Vehicles,50.0,400.0,medium_cpu,high_bandwidth
10.0,4.0,500.0,0.3,5.0,0.5,150.0,99.0,98.5,7000.0,400.0,450.0,15.0,Connected Vehicles,70.0,350.0,high_cpu,high_bandwidth
20.0,1.0,100.0,0.1,2.0,2.0,50.0,99.6,99.8,500.0,120.0,30.0,40.0,ITS (Intelligent Transportation Systems),30.0,800.0,medium_cpu,high_bandwidth
17.0,2.0,130.0,0.4,2.0,1.2,100.0,99.9,99.5,600.0,130.0,10.0,60.0,Smart Grid,55.0,140.0,medium_cpu,low_bandwidth
12.0,8.0,180.0,0.3,5.0,9.0,100.0,99.8,99.7,9000.0,360.0,120.0,8.0,ITS (Intelligent Transportation Systems),25.0,130.0,low_cpu,low_bandwidth
20.0,1.8,35.0,0.1,1.2,1.3,70.0,99.7,99.9,5000.0,45.0,20.0,10.0,UHD Video Streaming,42.0,60.0,medium_cpu,low_bandwidth
8.0,3.2,70.0,0.1,2.5,0.2,100.0,99.7,99.0,900.0,140.0,18.0,3.0,ITS (Intelligent Transportation Systems),35.0,160.0,medium_cpu,medium_bandwidth
10.0,4.5,100.0,0.5,1.7,1.2,35.0,99.8,99.4,900.0,50.0,140.0,10.0,Video Surveillance,50.0,300.0,medium_cpu,medium_bandwidth
20.0,1.0,50.0,0.0,2.0,0.5,50.0,99.9,99.5,500.0,50.0,15.0,25.0,Smart Grid,40.0,500.0,medium_cpu,high_bandwidth
20.0,2.3,45.0,0.3,2.5,1.2,60.0,99.1,99.5,1200.0,70.0,120.0,100.0,Industry Automation,35.0,100.0,medium_cpu,low_bandwidth
12.0,1.2,150.0,0.1,7.0,1.5,80.0,99.5,99.7,250.0,160.0,80.0,10.0,Industry Automation,65.0,170.0,medium_cpu,medium_bandwidth
10.0,5.0,80.0,0.2,0.5,0.3,80.0,99.4,99.4,600.0,60.0,30.0,20.0,Industry Automation,50.0,800.0,medium_cpu,high_bandwidth
25.0,7.0,180.0,0.1,6.0,3.0,130.0,99.0,99.5,250.0,180.0,30.0,30.0,e-Health,100.0,140.0,high_cpu,low_bandwidth
16.0,2.3,70.0,0.1,2.2,0.4,90.0,99.5,99.7,500.0,80.0,20.0,5.0,e-Health,80.0,180.0,high_cpu,medium_bandwidth
22.0,1.4,50.0,0.2,0.7,0.2,120.0,99.7,99.7,800.0,60.0,120.0,15.0,UHD Video Streaming,35.0,220.0,medium_cpu,medium_bandwidth
5.0,1.0,200.0,0.2,2.5,1.0,120.0,99.6,99.6,300.0,140.0,150.0,10.0,e-Health,50.0,300.0,medium_cpu,medium_bandwidth
22.0,2.0,200.0,0.1,0.5,0.0,60.0,99.0,99.5,750.0,100.0,20.0,20.0,Industry Automation,35.0,250.0,medium_cpu,medium_bandwidth
25.0,5.0,50.0,0.2,6.0,1.2,70.0,99.5,99.8,8000.0,30.0,40.0,10.0,UHD Video Streaming,30.0,55.0,medium_cpu,low_bandwidth
25.0,2.0,300.0,0.6,2.0,2.0,100.0,99.0,99.0,700.0,350.0,5.0,40.0,Smart Grid,80.0,1500.0,high_cpu,ultra_high_bandwidth
20.0,2.0,80.0,0.2,2.0,0.5,80.0,99.6,99.7,1000.0,60.0,30.0,5.0,ITS (Intelligent Transportation Systems),70.0,20.0,high_cpu,low_bandwidth
40.0,1.0,200.0,0.2,2.0,1.0,100.0,98.1,98.9,800.0,200.0,80.0,2.0,ITS (Intelligent Transportation Systems),80.0,150.0,high_cpu,medium_bandwidth
9.0,1.2,35.0,0.4,2.2,0.4,120.0,99.9,100.0,5500.0,45.0,12.0,5.0,e-Health,45.0,80.0,medium_cpu,low_bandwidth
22.0,1.5,70.0,0.2,2.5,1.5,120.0,99.5,99.5,650.0,70.0,25.0,15.0,Connected Vehicles,55.0,500.0,medium_cpu,high_bandwidth
20.0,25.0,500.0,0.1,7.0,5.0,40.0,99.6,99.6,6000.0,450.0,400.0,18.0,Industry Automation,35.0,1800.0,medium_cpu,ultra_high_bandwidth
10.0,1.5,700.0,0.1,3.5,1.4,40.0,99.5,99.5,800.0,800.0,800.0,20.0,Smart Grid,35.0,200.0,medium_cpu,medium_bandwidth
15.0,1.5,30.0,0.2,0.3,0.2,10.0,99.9,100.0,800.0,30.0,20.0,5.0,Industry Automation,40.0,20.0,medium_cpu,low_bandwidth
25.0,2.5,80.0,0.2,4.0,1.5,10.0,99.6,99.6,600.0,60.0,3.0,10.0,Smart Grid,35.0,130.0,medium_cpu,low_bandwidth
9.0,3.2,130.0,0.1,3.2,1.7,110.0,100.0,100.0,400.0,75.0,110.0,12.0,Immersive Experience,30.0,190.0,medium_cpu,medium_bandwidth
10.0,2.5,100.0,0.2,1.5,0.2,120.0,97.5,97.0,1000.0,25.0,3.5,8.0,Vo5G (Voice over 5G),40.0,20.0,medium_cpu,low_bandwidth
14.0,2.5,60.0,0.1,2.5,0.2,60.0,97.0,97.5,400.0,60.0,15.0,30.0,Immersive Experience,40.0,190.0,medium_cpu,medium_bandwidth
10.7,1.2,200.0,0.2,2.5,1.2,80.0,99.5,100.0,750.0,300.0,32.0,10.0,Industry Automation,50.0,80.0,medium_cpu,low_bandwidth
10.0,1.0,800.0,0.1,2.0,1.0,100.0,98.2,100.0,500.0,500.0,25.0,25.0,e-Health,55.0,450.0,medium_cpu,high_bandwidth
12.0,1.2,350.0,0.1,1.5,0.1,50.0,99.9,99.5,350.0,40.0,5.0,14.0,Industry Automation,30.0,350.0,medium_cpu,high_bandwidth
30.0,1.0,20.0,0.1,9.0,2.0,50.0,99.9,99.6,60.0,25.0,30.0,7.0,e-Health,30.0,100.0,medium_cpu,low_bandwidth
20.0,1.5,100.0,0.3,1.2,1.5,60.0,99.1,99.0,800.0,100.0,40.0,20.0,Video Surveillance,35.0,300.0,medium_cpu,medium_bandwidth
20.0,1.6,350.0,0.1,1.2,0.2,50.0,99.8,99.7,2500.0,160.0,55.0,10.0,Immersive Experience,50.0,1100.0,medium_cpu,ultra_high_bandwidth
16.0,1.5,70.0,0.3,1.2,3.0,110.0,99.6,99.0,800.0,80.0,70.0,10.0,Immersive Experience,60.0,350.0,medium_cpu,high_bandwidth
8.0,1.0,300.0,0.0,3.0,0.5,50.0,98.0,99.7,1000.0,250.0,20.0,8.0,e-Health,70.0,50.0,high_cpu,low_bandwidth
80.0,2.0,80.0,0.1,1.5,0.4,50.0,96.5,96.0,2000.0,70.0,20.0,25.0,UHD Video Streaming,80.0,200.0,high_cpu,medium_bandwidth
18.0,2.0,900.0,0.1,2.5,0.2,80.0,99.7,99.4,1000.0,900.0,18.0,20.0,e-Health,30.0,900.0,medium_cpu,high_bandwidth
12.0,1.0,80.0,0.5,0.9,0.2,40.0,99.7,99.7,800.0,70.0,90.0,10.0,ITS (Intelligent Transportation Systems),65.0,700.0,medium_cpu,high_bandwidth
15.0,1.5,350.0,0.2,2.1,0.9,120.0,100.0,100.0,1300.0,200.0,50.0,10.0,e-Health,35.0,800.0,medium_cpu,high_bandwidth
70.0,3.0,90.0,0.1,1.0,1.0,60.0,96.5,92.5,8000.0,80.0,8.0,8.0,Vo5G (Voice over 5G),42.0,35.0,medium_cpu,low_bandwidth
28.0,2.5,120.0,0.1,6.0,4.5,160.0,99.6,99.9,500.0,110.0,12.0,400.0,Smart Grid,20.0,300.0,low_cpu,medium_bandwidth
10.0,3.5,20.0,0.1,0.3,0.2,30.0,99.9,99.9,800.0,25.0,8.0,5.0,Smart Grid,30.0,5.0,medium_cpu,low_bandwidth
25.0,1.7,200.0,0.1,0.9,0.8,110.0,96.5,96.5,9000.0,80.0,25.0,5.0,Vo5G (Voice over 5G),30.0,150.0,medium_cpu,medium_bandwidth
20.0,2.5,200.0,0.1,8.0,1.5,300.0,99.5,99.8,500.0,800.0,30.0,5.0,Industry Automation,25.0,100.0,low_cpu,low_bandwidth
20.0,1.0,50.0,0.1,4.0,0.3,80.0,99.9,99.9,700.0,15.0,20.0,30.0,e-Health,40.0,200.0,medium_cpu,medium_bandwidth
12.0,3.0,200.0,0.2,2.0,0.8,120.0,97.0,98.8,500.0,180.0,16.0,25.0,ITS (Intelligent Transportation Systems),50.0,120.0,medium_cpu,low_bandwidth
15.0,2.5,30.0,0.2,1.5,0.6,60.0,99.2,99.7,50.0,80.0,35.0,12.0,e-Health,50.0,250.0,medium_cpu,medium_bandwidth
10.0,1.0,50.0,0.3,7.0,1.0,120.0,99.8,99.2,1000.0,80.0,10.0,200.0,Industry Automation,30.0,30.0,medium_cpu,low_bandwidth
10.0,1.0,100.0,0.1,2.0,1.0,25.0,99.7,99.7,600.0,100.0,40.0,8.0,UHD Video Streaming,20.0,2000.0,low_cpu,ultra_high_bandwidth
14.0,1.5,40.0,0.2,5.0,2.0,45.0,100.0,100.0,6000.0,40.0,35.0,20.0,UHD Video Streaming,30.0,100.0,medium_cpu,low_bandwidth
18.0,5.0,900.0,0.2,3.0,4.0,80.0,99.7,99.8,550.0,700.0,800.0,12.0,Industry Automation,70.0,650.0,high_cpu,high_bandwidth
12.0,1.5,70.0,0.2,7.0,0.3,90.0,99.8,99.5,1500.0,50.0,12.0,25.0,ITS (Intelligent Transportation Systems),30.0,1800.0,medium_cpu,ultra_high_bandwidth
15.0,3.0,25.0,0.4,2.0,1.0,40.0,99.3,99.7,500.0,15.0,5.0,15.0,Industry Automation,20.0,50.0,low_cpu,low_bandwidth
15.0,1.5,180.0,0.2,1.5,1.2,140.0,99.8,98.5,150.0,50.0,42.0,45.0,UHD Video Streaming,60.0,130.0,medium_cpu,low_bandwidth
25.0,3.0,110.0,0.0,3.0,0.8,15.0,99.8,99.9,130.0,110.0,130.0,10.0,Smart Grid,40.0,5.0,medium_cpu,low_bandwidth
15.0,2.0,80.0,0.1,1.8,0.9,120.0,99.3,99.9,5000.0,120.0,15.0,5.0,Video Surveillance,65.0,50.0,medium_cpu,low_bandwidth
10.0,3.0,300.0,0.3,3.0,0.5,100.0,99.9,99.9,400.0,160.0,120.0,25.0,Connected Vehicles,35.0,300.0,medium_cpu,medium_bandwidth
35.0,3.2,400.0,0.1,3.0,1.4,65.0,99.1,99.7,2500.0,300.0,200.0,12.0,e-Health,50.0,120.0,medium_cpu,low_bandwidth
10.0,2.0,100.0,0.2,0.7,1.0,100.0,99.6,99.8,9000.0,100.0,0.5,10.0,e-Health,80.0,150.0,high_cpu,medium_bandwidth
5.0,1.5,200.0,0.0,3.0,1.5,50.0,99.5,100.0,13.0,130.0,1.5,50.0,UHD Video Streaming,50.0,150.0,medium_cpu,medium_bandwidth
20.0,1.0,200.0,0.1,5.0,2.0,30.0,99.7,99.6,450.0,150.0,80.0,150.0,UHD Video Streaming,80.0,2000.0,high_cpu,ultra_high_bandwidth
18.0,5.0,180.0,0.4,2.0,2.0,80.0,99.6,99.7,15.0,180.0,35.0,12.0,e-Health,70.0,650.0,high_cpu,high_bandwidth
10.0,2.5,80.0,0.2,0.9,0.1,35.0,98.0,99.5,3000.0,70.0,50.0,40.0,UHD Video Streaming,30.0,250.0,medium_cpu,medium_bandwidth
18.0,2.0,45.0,0.3,0.5,0.9,70.0,99.6,99.7,550.0,70.0,12.0,6.0,UHD Video Streaming,35.0,55.0,medium_cpu,low_bandwidth
22.0,3.0,65.0,0.4,4.0,1.1,70.0,99.3,99.8,800.0,70.0,110.0,5.0,Immersive Experience,65.0,300.0,medium_cpu,medium_bandwidth
15.0,2.0,300.0,0.2,5.0,0.8,60.0,99.5,99.8,3000.0,200.0,10.0,6.0,Video Surveillance,40.0,120.0,medium_cpu,low_bandwidth
20.0,2.5,50.0,0.1,1.5,0.5,70.0,99.7,100.0,1000.0,120.0,17.0,8.0,Connected Vehicles,50.0,100.0,medium_cpu,low_bandwidth
18.0,4.0,90.0,0.3,2.8,1.6,75.0,99.5,99.5,950.0,70.0,6.0,10.0,Connected Vehicles,30.0,3.0,medium_cpu,low_bandwidth
10.0,2.0,60.0,0.2,4.0,0.5,120.0,100.0,99.6,700.0,40.0,45.0,12.0,UHD Video Streaming,50.0,150.0,medium_cpu,medium_bandwidth
5.0,4.5,400.0,0.7,6.0,0.3,100.0,99.9,100.0,7000.0,300.0,30.0,8.0,Industry Automation,45.0,400.0,medium_cpu,high_bandwidth
10.0,3.5,100.0,0.1,1.2,1.2,80.0,99.8,100.0,7000.0,60.0,40.0,5.0,Immersive Experience,25.0,55.0,low_cpu,low_bandwidth
12.0,4.0,80.0,0.3,1.8,1.2,90.0,99.8,99.8,1200.0,70.0,40.0,20.0,Smart Grid,35.0,150.0,medium_cpu,medium_bandwidth
17.0,2.0,200.0,0.0,3.0,1.0,120.0,98.0,98.8,120.0,200.0,10.0,7.0,Immersive Experience,45.0,140.0,medium_cpu,low_bandwidth
12.0,4.0,120.0,0.1,0.2,0.2,100.0,99.0,99.0,3000.0,100.0,50.0,50.0,Immersive Experience,30.0,200.0,medium_cpu,medium_bandwidth
10.0,1.0,400.0,0.1,3.0,1.5,150.0,99.7,100.0,1300.0,300.0,200.0,22.0,Smart Grid,60.0,130.0,medium_cpu,low_bandwidth
30.0,5.0,600.0,0.1,7.0,2.0,50.0,100.0,100.0,800.0,60.0,200.0,40.0,ITS (Intelligent Transportation Systems),30.0,800.0,medium_cpu,high_bandwidth
14.0,3.5,80.0,0.8,0.2,0.6,80.0,99.7,99.5,100.0,70.0,80.0,10.0,Industry Automation,30.0,150.0,medium_cpu,medium_bandwidth
20.0,1.0,100.0,0.0,3.0,0.6,70.0,100.0,100.0,500.0,80.0,15.0,10.0,ITS (Intelligent Transportation Systems),60.0,100.0,medium_cpu,low_bandwidth
12.0,1.5,100.0,0.2,1.5,1.5,110.0,99.9,99.9,180.0,50.0,14.0,5.0,Immersive Experience,30.0,150.0,medium_cpu,medium_bandwidth
12.0,1.0,140.0,0.3,2.0,0.5,120.0,99.9,99.8,800.0,160.0,65.0,12.0,Industry Automation,55.0,200.0,medium_cpu,medium_bandwidth
18.0,5.0,50.0,0.1,6.0,0.8,45.0,98.5,99.8,350.0,35.0,30.0,12.0,Industry Automation,30.0,50.0,medium_cpu,low_bandwidth
6.0,4.0,150.0,0.1,0.9,0.5,100.0,99.8,99.3,5000.0,80.0,25.0,120.0,Connected Vehicles,65.0,90.0,medium_cpu,low_bandwidth
20.0,3.0,300.0,0.3,0.7,0.8,30.0,99.5,100.0,1000.0,150.0,180.0,40.0,Industry Automation,65.0,150.0,medium_cpu,medium_bandwidth
